F1,F2,F3,F4,F5,F6,F7,F8,NIR_1,NIR_2,Class
7,24,25,39,65,79,71,40,18,16,3
6,19,21,33,54,66,61,34,14,14,3
5,15,18,27,44,55,51,28,12,12,3
4,16,18,27,44,56,52,29,12,12,3
6,19,22,33,54,66,61,34,14,14,3
7,24,25,39,64,78,70,39,16,16,3
8,28,28,44,73,89,80,45,18,18,3
7,24,25,39,65,79,72,41,16,18,3
6,19,21,33,54,66,61,34,14,14,3
5,15,18,27,44,55,51,28,12,12,3
5,15,18,27,44,56,52,29,12,12,3
6,19,21,33,54,67,62,34,14,16,3
8,28,28,45,73,89,79,44,18,18,3
8,28,28,44,73,89,81,45,18,18,3
7,24,25,39,65,79,71,40,16,16,3
6,19,21,33,54,66,60,34,16,14,3
5,15,18,27,44,55,51,29,12,14,3
5,15,18,27,44,56,52,29,12,12,3
6,24,25,39,64,78,70,40,18,16,3
8,28,28,44,73,88,79,44,18,18,3
8,28,29,45,74,89,81,45,18,18,3
6,19,21,33,54,66,61,34,14,16,3
5,15,18,27,44,55,50,28,12,12,3
5,15,18,27,44,56,52,29,12,14,3
6,19,22,33,54,66,62,34,14,14,3
8,28,28,44,73,89,79,45,18,18,3
8,28,28,45,73,89,81,44,18,18,3
7,24,25,39,65,79,71,40,16,16,3
5,15,18,27,44,55,50,28,14,12,3
5,15,18,27,44,55,51,29,12,14,3
6,19,21,33,54,67,62,35,14,14,3
7,24,25,39,64,77,70,39,16,16,3
8,28,28,44,73,88,80,44,18,18,3
7,24,25,39,65,79,71,40,16,16,3
7,24,25,40,65,79,71,40,16,16,3
8,28,29,45,74,90,82,45,18,18,3
7,28,29,45,75,91,82,45,18,18,3
8,28,29,46,75,91,82,46,18,18,3
7,24,25,40,65,79,71,40,16,16,3
5,16,18,27,44,56,51,28,12,12,3
5,16,18,27,45,56,52,29,14,14,3
5,16,18,27,45,57,53,29,12,12,3
5,16,18,27,45,56,52,29,12,12,3
6,20,22,33,55,67,61,34,14,14,3
7,24,25,39,65,79,70,40,16,16,3
8,28,29,44,74,90,81,45,18,18,3
7,28,29,45,75,91,82,45,18,18,3
8,28,29,45,75,91,82,45,18,18,3
7,24,26,40,65,79,71,40,16,16,3
6,20,22,33,54,66,61,34,14,14,3
5,16,18,27,45,56,51,29,12,12,3
5,16,18,27,45,56,52,29,12,12,3
4,16,18,27,45,57,53,29,12,14,3
5,16,18,27,45,56,52,29,14,14,3
6,20,22,33,55,67,61,34,14,14,3
7,24,25,39,65,79,71,40,16,16,3
8,28,29,45,74,90,81,45,18,18,3
8,28,29,45,75,90,82,45,18,18,3
8,28,29,45,75,91,82,45,18,18,3
8,28,29,45,74,90,81,45,18,16,3
7,24,26,40,65,79,71,40,16,16,3
6,20,22,33,55,66,61,34,14,14,3
5,16,18,27,45,56,51,29,14,12,3
5,16,18,27,45,57,52,29,12,12,3
5,16,18,27,45,57,53,29,12,12,3
5,15,18,27,45,56,52,29,12,12,3
6,20,22,33,54,67,61,34,14,14,3
7,24,25,39,65,79,71,40,16,16,3
8,28,29,44,74,90,81,45,18,18,3
8,28,29,44,75,91,82,45,18,18,3
7,28,29,46,74,90,82,45,18,18,3
7,24,25,40,65,79,71,40,16,16,3
6,20,22,33,55,66,61,34,14,16,3
5,16,18,27,45,56,51,29,12,14,3
4,16,18,27,45,56,52,29,12,12,3
5,16,18,27,45,57,53,29,12,14,3
5,16,18,27,45,56,52,29,12,12,3
6,20,22,33,55,67,61,34,14,14,3
6,24,25,39,65,79,70,40,16,16,3
7,28,29,44,74,89,80,44,16,18,3
7,28,29,44,74,90,81,45,18,18,3
8,28,29,45,74,90,82,45,18,18,3
8,28,29,45,74,90,82,45,18,18,3
7,24,25,40,65,79,71,40,16,16,3
6,20,22,33,54,66,61,34,14,14,3
5,15,18,27,44,56,51,29,12,12,3
5,16,18,27,45,56,52,29,12,12,3
5,16,18,27,45,57,52,29,12,12,3
5,16,18,27,45,57,52,29,12,14,3
5,16,18,27,45,56,51,29,12,12,3
6,20,22,33,55,66,61,34,14,14,3
7,24,25,39,65,79,70,40,16,16,3
8,28,29,45,74,90,81,45,18,18,3
8,28,29,44,75,90,82,45,18,18,3
8,28,29,44,74,90,82,45,18,18,3
8,28,29,44,74,90,81,46,18,18,3
7,24,25,39,65,79,71,40,16,16,3
6,20,22,33,55,66,61,34,14,15,3
4,16,18,27,44,56,51,29,14,12,3
5,15,18,27,45,57,52,29,12,12,3
5,16,18,27,45,57,52,29,12,12,3
6,20,22,33,55,67,62,35,14,16,3
5,20,22,33,54,66,61,34,14,16,3
7,28,29,44,74,89,80,44,18,18,3
8,28,29,44,74,90,81,45,18,19,3
8,28,29,45,74,90,82,46,18,18,3
8,28,29,44,74,90,81,45,18,16,3
7,24,25,39,65,79,70,40,16,16,3
6,20,21,33,55,66,61,34,14,14,3
5,15,18,27,45,56,52,29,14,12,3
5,16,18,27,45,56,52,29,14,12,3
5,16,18,27,45,56,52,29,14,12,3
6,20,22,33,54,66,61,34,14,14,3
7,24,25,39,65,79,70,40,16,16,3
7,28,29,44,74,90,81,45,16,20,3
8,28,29,44,74,90,82,45,18,18,3
8,28,29,44,74,90,81,46,18,18,3
7,24,25,39,65,78,70,40,16,16,3
6,20,22,33,54,66,61,34,14,14,3
5,15,18,27,44,56,52,29,12,12,3
5,16,18,27,45,56,52,29,14,14,3
5,16,18,27,44,56,52,29,14,12,3
6,20,22,33,54,66,61,34,14,14,3
7,24,25,39,65,78,70,40,16,16,3
8,28,29,44,74,89,81,45,18,18,3
7,28,29,44,74,90,82,45,18,18,3
8,28,29,45,74,90,81,46,18,18,3
7,24,25,39,65,79,71,40,16,16,3
6,20,21,33,54,66,61,34,14,14,3
5,15,18,27,44,56,51,29,12,12,3
4,16,18,27,45,56,52,29,12,12,3
5,16,18,27,45,56,52,29,12,12,3
6,19,22,33,54,66,61,34,14,14,3
6,24,25,39,65,78,70,40,18,16,3
8,28,29,44,74,90,81,45,18,18,3
7,28,29,44,74,90,82,45,19,18,3
7,28,29,44,74,90,81,45,18,18,3
6,20,22,33,54,66,61,34,14,14,3
5,15,18,27,44,55,51,28,12,12,3
5,16,18,27,44,56,52,29,12,12,3
5,16,18,27,45,57,52,29,12,12,3
6,19,22,33,54,66,61,34,14,14,3
6,24,25,39,65,78,70,40,16,16,3
8,28,29,45,74,89,80,44,18,18,3
8,28,29,44,74,90,82,45,18,18,3
8,28,29,44,74,90,81,46,18,18,3
6,19,22,33,54,66,61,34,16,16,3
5,15,18,27,44,55,51,28,14,12,3
5,16,18,27,44,56,52,29,12,12,3
5,16,18,27,45,56,52,29,12,12,3
6,20,22,33,54,67,62,34,14,14,3
7,24,25,39,65,78,70,40,16,16,3
8,28,29,44,74,89,81,45,18,18,3
8,28,29,45,74,90,82,45,18,18,3
7,24,25,39,65,79,71,40,16,16,3
5,20,21,33,54,66,61,34,14,14,3
5,15,18,27,44,56,51,29,12,12,3
5,16,18,27,45,56,52,29,12,12,3
6,20,22,33,55,67,62,34,14,14,3
7,24,25,39,65,78,70,40,16,16,3
8,28,29,45,74,89,81,45,18,18,3
8,28,29,44,74,90,82,45,18,18,3
6,19,21,33,54,66,61,34,14,16,3
4,15,18,27,44,55,50,28,12,12,3
5,15,18,27,45,56,52,29,12,12,3
6,20,22,33,55,67,62,35,14,14,3
7,24,25,39,65,78,70,40,16,16,3
7,28,29,44,74,89,81,45,18,18,3
7,24,25,39,65,80,72,41,16,16,3
6,19,22,33,54,66,61,34,16,14,3
5,15,18,27,44,55,51,28,12,12,3
5,15,18,27,45,56,52,29,12,12,3
7,24,25,39,65,78,71,40,16,18,3
7,28,29,44,73,89,80,44,18,18,3
8,28,29,44,74,90,81,45,20,18,3
6,19,21,33,54,67,61,34,14,14,3
5,15,18,27,44,55,50,28,12,12,3
5,15,18,27,45,56,52,29,12,12,3
6,19,22,33,54,67,62,34,14,14,3
8,28,28,44,73,89,79,44,18,18,3
8,28,29,44,73,89,81,45,18,18,3
7,24,25,39,65,79,71,40,16,16,3
5,15,18,27,44,55,50,28,12,12,3
5,15,18,27,44,55,51,29,12,12,3
5,16,18,27,44,56,52,29,12,12,3
